"","mirnaID","accession","species","maturemirna"
"18660","hsa-miR-3912-5p","MIMAT0027036","Homo sapiens","miR-3912-5p"
"18661","hsa-miR-3912-3p","MIMAT0018186","Homo sapiens","miR-3912-3p"
"18662","hsa-miR-3913-5p","MIMAT0018187","Homo sapiens","miR-3913-5p"
"18663","hsa-miR-3913-3p","MIMAT0019225","Homo sapiens","miR-3913-3p"
"18664","hsa-miR-3914","MIMAT0018188","Homo sapiens","miR-3914"
"18665","hsa-miR-3915","MIMAT0018189","Homo sapiens","miR-3915"
"18666","hsa-miR-3916","MIMAT0018190","Homo sapiens","miR-3916"
"18667","hsa-miR-3917","MIMAT0018191","Homo sapiens","miR-3917"
"18668","hsa-miR-3918","MIMAT0018192","Homo sapiens","miR-3918"
"18669","hsa-miR-3919","MIMAT0018193","Homo sapiens","miR-3919"
"18670","hsa-miR-3150b-5p","MIMAT0019226","Homo sapiens","miR-3150b-5p"
"18671","hsa-miR-3150b-3p","MIMAT0018194","Homo sapiens","miR-3150b-3p"
"18672","hsa-miR-3920","MIMAT0018195","Homo sapiens","miR-3920"
"18673","hsa-miR-3921","MIMAT0018196","Homo sapiens","miR-3921"
"18674","hsa-miR-3922-5p","MIMAT0019227","Homo sapiens","miR-3922-5p"
"18675","hsa-miR-3922-3p","MIMAT0018197","Homo sapiens","miR-3922-3p"
"18676","hsa-miR-3923","MIMAT0018198","Homo sapiens","miR-3923"
"18677","hsa-miR-3924","MIMAT0018199","Homo sapiens","miR-3924"
"18678","hsa-miR-3925-5p","MIMAT0018200","Homo sapiens","miR-3925-5p"
"18679","hsa-miR-3925-3p","MIMAT0019228","Homo sapiens","miR-3925-3p"
"18680","hsa-miR-3926","MIMAT0018201","Homo sapiens","miR-3926"
"18681","hsa-miR-3927-5p","MIMAT0022970","Homo sapiens","miR-3927-5p"
"18682","hsa-miR-3927-3p","MIMAT0018202","Homo sapiens","miR-3927-3p"
"18683","hsa-miR-676-5p","MIMAT0018203","Homo sapiens","miR-676-5p"
"18684","hsa-miR-676-3p","MIMAT0018204","Homo sapiens","miR-676-3p"
"18685","hsa-miR-3928-5p","MIMAT0027037","Homo sapiens","miR-3928-5p"
"18686","hsa-miR-3928-3p","MIMAT0018205","Homo sapiens","miR-3928-3p"
"18687","hsa-miR-3929","MIMAT0018206","Homo sapiens","miR-3929"
"18849","hsa-miR-3934-5p","MIMAT0018349","Homo sapiens","miR-3934-5p"
"18850","hsa-miR-3934-3p","MIMAT0022975","Homo sapiens","miR-3934-3p"
"18851","hsa-miR-3935","MIMAT0018350","Homo sapiens","miR-3935"
"18852","hsa-miR-3936","MIMAT0018351","Homo sapiens","miR-3936"
"18853","hsa-miR-3937","MIMAT0018352","Homo sapiens","miR-3937"
"18854","hsa-miR-3938","MIMAT0018353","Homo sapiens","miR-3938"
"18855","hsa-miR-548y","MIMAT0018354","Homo sapiens","miR-548y"
"18856","hsa-miR-3939","MIMAT0018355","Homo sapiens","miR-3939"
"18857","hsa-miR-3940-5p","MIMAT0019229","Homo sapiens","miR-3940-5p"
"18858","hsa-miR-3940-3p","MIMAT0018356","Homo sapiens","miR-3940-3p"
"18859","hsa-miR-3941","MIMAT0018357","Homo sapiens","miR-3941"
"18860","hsa-miR-3942-5p","MIMAT0018358","Homo sapiens","miR-3942-5p"
"18861","hsa-miR-3942-3p","MIMAT0019230","Homo sapiens","miR-3942-3p"
"18862","hsa-miR-3943","MIMAT0018359","Homo sapiens","miR-3943"
"18863","hsa-miR-3944-5p","MIMAT0019231","Homo sapiens","miR-3944-5p"
"18864","hsa-miR-3944-3p","MIMAT0018360","Homo sapiens","miR-3944-3p"
"18865","hsa-miR-3945","MIMAT0018361","Homo sapiens","miR-3945"
"18946","hsa-miR-374c-5p","MIMAT0018443","Homo sapiens","miR-374c-5p"
"18947","hsa-miR-374c-3p","MIMAT0022735","Homo sapiens","miR-374c-3p"
"18948","hsa-miR-642b-5p","MIMAT0022736","Homo sapiens","miR-642b-5p"
"18949","hsa-miR-642b-3p","MIMAT0018444","Homo sapiens","miR-642b-3p"
"18950","hsa-miR-550b-2-5p","MIMAT0022737","Homo sapiens","miR-550b-2-5p"
"18951","hsa-miR-550b-3p","MIMAT0018445","Homo sapiens","miR-550b-3p"
"18952","hsa-miR-548z","MIMAT0018446","Homo sapiens","miR-548z"
"18953","hsa-miR-548aa","MIMAT0018447","Homo sapiens","miR-548aa"
"19009","hsa-miR-548o-5p","MIMAT0022738","Homo sapiens","miR-548o-5p"
"19010","hsa-miR-1268b","MIMAT0018925","Homo sapiens","miR-1268b"
"19011","hsa-miR-378e","MIMAT0018927","Homo sapiens","miR-378e"
"19012","hsa-miR-548ab","MIMAT0018928","Homo sapiens","miR-548ab"
"19013","hsa-miR-4417","MIMAT0018929","Homo sapiens","miR-4417"
"19014","hsa-miR-4418","MIMAT0018930","Homo sapiens","miR-4418"
"19015","hsa-miR-4419a","MIMAT0018931","Homo sapiens","miR-4419a"
"19016","hsa-miR-378f","MIMAT0018932","Homo sapiens","miR-378f"
"19017","hsa-miR-4420","MIMAT0018933","Homo sapiens","miR-4420"
"19018","hsa-miR-4421","MIMAT0018934","Homo sapiens","miR-4421"
"19019","hsa-miR-4422","MIMAT0018935","Homo sapiens","miR-4422"
"19020","hsa-miR-4423-5p","MIMAT0019232","Homo sapiens","miR-4423-5p"
"19021","hsa-miR-4423-3p","MIMAT0018936","Homo sapiens","miR-4423-3p"
"19022","hsa-miR-378g","MIMAT0018937","Homo sapiens","miR-378g"
"19023","hsa-miR-548ac","MIMAT0018938","Homo sapiens","miR-548ac"
"19024","hsa-miR-4424","MIMAT0018939","Homo sapiens","miR-4424"
"19025","hsa-miR-4425","MIMAT0018940","Homo sapiens","miR-4425"
"19026","hsa-miR-4426","MIMAT0018941","Homo sapiens","miR-4426"
"19027","hsa-miR-4427","MIMAT0018942","Homo sapiens","miR-4427"
"19028","hsa-miR-4428","MIMAT0018943","Homo sapiens","miR-4428"
"19029","hsa-miR-4429","MIMAT0018944","Homo sapiens","miR-4429"
"19030","hsa-miR-4430","MIMAT0018945","Homo sapiens","miR-4430"
"19031","hsa-miR-548ad-5p","MIMAT0032114","Homo sapiens","miR-548ad-5p"
"19032","hsa-miR-548ad-3p","MIMAT0018946","Homo sapiens","miR-548ad-3p"
"19033","hsa-miR-4431","MIMAT0018947","Homo sapiens","miR-4431"
"19034","hsa-miR-4432","MIMAT0018948","Homo sapiens","miR-4432"
"19035","hsa-miR-4433a-5p","MIMAT0020956","Homo sapiens","miR-4433a-5p"
"19036","hsa-miR-4433a-3p","MIMAT0018949","Homo sapiens","miR-4433a-3p"
"19037","hsa-miR-4434","MIMAT0018950","Homo sapiens","miR-4434"
"19038","hsa-miR-4435","MIMAT0018951","Homo sapiens","miR-4435"
"19039","hsa-miR-4436a","MIMAT0018952","Homo sapiens","miR-4436a"
"19040","hsa-miR-4437","MIMAT0018953","Homo sapiens","miR-4437"
"19041","hsa-miR-548ae-3p","MIMAT0018954","Homo sapiens","miR-548ae-3p"
"19042","hsa-miR-548ae-5p","MIMAT0032115","Homo sapiens","miR-548ae-5p"
"19043","hsa-miR-4438","MIMAT0018956","Homo sapiens","miR-4438"
"19044","hsa-miR-4439","MIMAT0018957","Homo sapiens","miR-4439"
"19045","hsa-miR-4440","MIMAT0018958","Homo sapiens","miR-4440"
"19046","hsa-miR-4441","MIMAT0018959","Homo sapiens","miR-4441"
"19047","hsa-miR-4442","MIMAT0018960","Homo sapiens","miR-4442"
"19048","hsa-miR-4443","MIMAT0018961","Homo sapiens","miR-4443"
"19049","hsa-miR-4444","MIMAT0018962","Homo sapiens","miR-4444"
"19050","hsa-miR-4445-5p","MIMAT0018963","Homo sapiens","miR-4445-5p"
"19051","hsa-miR-4445-3p","MIMAT0018964","Homo sapiens","miR-4445-3p"
"19052","hsa-miR-4446-5p","MIMAT0019233","Homo sapiens","miR-4446-5p"
"19053","hsa-miR-4446-3p","MIMAT0018965","Homo sapiens","miR-4446-3p"
"19054","hsa-miR-4447","MIMAT0018966","Homo sapiens","miR-4447"
"19055","hsa-miR-4448","MIMAT0018967","Homo sapiens","miR-4448"
"19056","hsa-miR-4449","MIMAT0018968","Homo sapiens","miR-4449"
"19057","hsa-miR-548ag","MIMAT0018969","Homo sapiens","miR-548ag"
"19058","hsa-miR-4450","MIMAT0018971","Homo sapiens","miR-4450"
"19059","hsa-miR-548ah-5p","MIMAT0018972","Homo sapiens","miR-548ah-5p"
"19060","hsa-miR-548ah-3p","MIMAT0020957","Homo sapiens","miR-548ah-3p"
"19061","hsa-miR-4451","MIMAT0018973","Homo sapiens","miR-4451"
"19062","hsa-miR-4452","MIMAT0018974","Homo sapiens","miR-4452"
"19063","hsa-miR-4453","MIMAT0018975","Homo sapiens","miR-4453"
"19064","hsa-miR-4454","MIMAT0018976","Homo sapiens","miR-4454"
"19065","hsa-miR-4455","MIMAT0018977","Homo sapiens","miR-4455"
"19066","hsa-miR-4456","MIMAT0018978","Homo sapiens","miR-4456"
"19067","hsa-miR-4457","MIMAT0018979","Homo sapiens","miR-4457"
"19068","hsa-miR-4458","MIMAT0018980","Homo sapiens","miR-4458"
"19069","hsa-miR-4459","MIMAT0018981","Homo sapiens","miR-4459"
"19070","hsa-miR-4460","MIMAT0018982","Homo sapiens","miR-4460"
"19071","hsa-miR-4461","MIMAT0018983","Homo sapiens","miR-4461"
"19072","hsa-miR-378h","MIMAT0018984","Homo sapiens","miR-378h"
"19073","hsa-miR-3135b","MIMAT0018985","Homo sapiens","miR-3135b"
"19074","hsa-miR-4462","MIMAT0018986","Homo sapiens","miR-4462"
"19075","hsa-miR-4463","MIMAT0018987","Homo sapiens","miR-4463"
"19076","hsa-miR-4464","MIMAT0018988","Homo sapiens","miR-4464"
"19077","hsa-miR-548ai","MIMAT0018989","Homo sapiens","miR-548ai"
"19078","hsa-miR-548aj-3p","MIMAT0018990","Homo sapiens","miR-548aj-3p"
"19079","hsa-miR-548aj-5p","MIMAT0022739","Homo sapiens","miR-548aj-5p"
"19080","hsa-miR-4465","MIMAT0018992","Homo sapiens","miR-4465"
"19081","hsa-miR-4466","MIMAT0018993","Homo sapiens","miR-4466"
"19082","hsa-miR-4467","MIMAT0018994","Homo sapiens","miR-4467"
"19083","hsa-miR-4468","MIMAT0018995","Homo sapiens","miR-4468"
"19084","hsa-miR-4469","MIMAT0018996","Homo sapiens","miR-4469"
"19085","hsa-miR-4470","MIMAT0018997","Homo sapiens","miR-4470"
"19086","hsa-miR-4471","MIMAT0018998","Homo sapiens","miR-4471"
"19087","hsa-miR-4472","MIMAT0018999","Homo sapiens","miR-4472"
"19088","hsa-miR-4473","MIMAT0019000","Homo sapiens","miR-4473"
"19089","hsa-miR-4474-5p","MIMAT0019234","Homo sapiens","miR-4474-5p"
"19090","hsa-miR-4474-3p","MIMAT0019001","Homo sapiens","miR-4474-3p"
"19091","hsa-miR-4475","MIMAT0019002","Homo sapiens","miR-4475"
"19092","hsa-miR-4476","MIMAT0019003","Homo sapiens","miR-4476"
"19093","hsa-miR-4477a","MIMAT0019004","Homo sapiens","miR-4477a"
"19094","hsa-miR-4477b","MIMAT0019005","Homo sapiens","miR-4477b"
"19095","hsa-miR-4478","MIMAT0019006","Homo sapiens","miR-4478"
"19096","hsa-miR-3689c","MIMAT0019007","Homo sapiens","miR-3689c"
"19097","hsa-miR-3689d","MIMAT0019008","Homo sapiens","miR-3689d"
"19098","hsa-miR-3689e","MIMAT0019009","Homo sapiens","miR-3689e"
"19099","hsa-miR-3689f","MIMAT0019010","Homo sapiens","miR-3689f"
"19100","hsa-miR-4479","MIMAT0019011","Homo sapiens","miR-4479"
"19101","hsa-miR-3155b","MIMAT0019012","Homo sapiens","miR-3155b"
"19102","hsa-miR-548ak","MIMAT0019013","Homo sapiens","miR-548ak"
"19103","hsa-miR-4480","MIMAT0019014","Homo sapiens","miR-4480"
"19104","hsa-miR-4481","MIMAT0019015","Homo sapiens","miR-4481"
"19105","hsa-miR-4482-5p","MIMAT0019016","Homo sapiens","miR-4482-5p"
"19106","hsa-miR-4482-3p","MIMAT0020958","Homo sapiens","miR-4482-3p"
"19107","hsa-miR-4483","MIMAT0019017","Homo sapiens","miR-4483"
"19108","hsa-miR-4484","MIMAT0019018","Homo sapiens","miR-4484"
"19109","hsa-miR-4485-5p","MIMAT0032116","Homo sapiens","miR-4485-5p"
"19110","hsa-miR-4485-3p","MIMAT0019019","Homo sapiens","miR-4485-3p"
"19111","hsa-miR-4486","MIMAT0019020","Homo sapiens","miR-4486"
"19112","hsa-miR-4487","MIMAT0019021","Homo sapiens","miR-4487"
"19113","hsa-miR-4488","MIMAT0019022","Homo sapiens","miR-4488"
"19114","hsa-miR-4489","MIMAT0019023","Homo sapiens","miR-4489"
"19115","hsa-miR-548al","MIMAT0019024","Homo sapiens","miR-548al"
"19116","hsa-miR-4490","MIMAT0019025","Homo sapiens","miR-4490"
"19117","hsa-miR-4491","MIMAT0019026","Homo sapiens","miR-4491"
"19118","hsa-miR-4492","MIMAT0019027","Homo sapiens","miR-4492"
"19119","hsa-miR-4493","MIMAT0019028","Homo sapiens","miR-4493"
"19120","hsa-miR-4494","MIMAT0019029","Homo sapiens","miR-4494"
"19121","hsa-miR-4495","MIMAT0019030","Homo sapiens","miR-4495"
"19122","hsa-miR-4496","MIMAT0019031","Homo sapiens","miR-4496"
"19123","hsa-miR-4497","MIMAT0019032","Homo sapiens","miR-4497"
"19124","hsa-miR-4498","MIMAT0019033","Homo sapiens","miR-4498"
"19125","hsa-miR-4419b","MIMAT0019034","Homo sapiens","miR-4419b"
"19126","hsa-miR-4499","MIMAT0019035","Homo sapiens","miR-4499"
"19127","hsa-miR-4500","MIMAT0019036","Homo sapiens","miR-4500"
"19128","hsa-miR-4501","MIMAT0019037","Homo sapiens","miR-4501"
"19129","hsa-miR-4502","MIMAT0019038","Homo sapiens","miR-4502"
"19130","hsa-miR-4503","MIMAT0019039","Homo sapiens","miR-4503"
"19131","hsa-miR-4504","MIMAT0019040","Homo sapiens","miR-4504"
"19132","hsa-miR-4505","MIMAT0019041","Homo sapiens","miR-4505"
"19133","hsa-miR-4506","MIMAT0019042","Homo sapiens","miR-4506"
"19134","hsa-miR-2392","MIMAT0019043","Homo sapiens","miR-2392"
"19135","hsa-miR-4507","MIMAT0019044","Homo sapiens","miR-4507"
"19136","hsa-miR-4508","MIMAT0019045","Homo sapiens","miR-4508"
"19137","hsa-miR-4509","MIMAT0019046","Homo sapiens","miR-4509"
"19138","hsa-miR-4510","MIMAT0019047","Homo sapiens","miR-4510"
"19139","hsa-miR-4511","MIMAT0019048","Homo sapiens","miR-4511"
"19140","hsa-miR-4512","MIMAT0019049","Homo sapiens","miR-4512"
"19141","hsa-miR-4513","MIMAT0019050","Homo sapiens","miR-4513"
"19142","hsa-miR-4514","MIMAT0019051","Homo sapiens","miR-4514"
"19143","hsa-miR-4515","MIMAT0019052","Homo sapiens","miR-4515"
"19144","hsa-miR-4516","MIMAT0019053","Homo sapiens","miR-4516"
"19145","hsa-miR-4517","MIMAT0019054","Homo sapiens","miR-4517"
"19146","hsa-miR-4518","MIMAT0019055","Homo sapiens","miR-4518"
"19147","hsa-miR-4519","MIMAT0019056","Homo sapiens","miR-4519"
"19148","hsa-miR-4520-5p","MIMAT0019235","Homo sapiens","miR-4520-5p"
"19149","hsa-miR-4520-3p","MIMAT0019057","Homo sapiens","miR-4520-3p"
"19150","hsa-miR-4521","MIMAT0019058","Homo sapiens","miR-4521"
"19151","hsa-miR-1269b","MIMAT0019059","Homo sapiens","miR-1269b"
"19152","hsa-miR-4522","MIMAT0019060","Homo sapiens","miR-4522"
"19153","hsa-miR-4523","MIMAT0019061","Homo sapiens","miR-4523"
"19154","hsa-miR-4524a-5p","MIMAT0019062","Homo sapiens","miR-4524a-5p"
"19155","hsa-miR-4524a-3p","MIMAT0019063","Homo sapiens","miR-4524a-3p"
"19156","hsa-miR-4525","MIMAT0019064","Homo sapiens","miR-4525"
"19157","hsa-miR-4526","MIMAT0019065","Homo sapiens","miR-4526"
"19158","hsa-miR-4527","MIMAT0019066","Homo sapiens","miR-4527"
"19159","hsa-miR-4528","MIMAT0019067","Homo sapiens","miR-4528"
"19160","hsa-miR-4529-5p","MIMAT0019236","Homo sapiens","miR-4529-5p"
"19161","hsa-miR-4529-3p","MIMAT0019068","Homo sapiens","miR-4529-3p"
"19162","hsa-miR-4530","MIMAT0019069","Homo sapiens","miR-4530"
"19163","hsa-miR-4531","MIMAT0019070","Homo sapiens","miR-4531"
"19164","hsa-miR-4532","MIMAT0019071","Homo sapiens","miR-4532"
"19165","hsa-miR-4533","MIMAT0019072","Homo sapiens","miR-4533"
"19166","hsa-miR-4534","MIMAT0019073","Homo sapiens","miR-4534"
"19167","hsa-miR-378i","MIMAT0019074","Homo sapiens","miR-378i"
"19168","hsa-miR-4535","MIMAT0019075","Homo sapiens","miR-4535"
"19169","hsa-miR-548am-5p","MIMAT0022740","Homo sapiens","miR-548am-5p"
"19170","hsa-miR-548am-3p","MIMAT0019076","Homo sapiens","miR-548am-3p"
"19171","hsa-miR-1587","MIMAT0019077","Homo sapiens","miR-1587"
"19172","hsa-miR-4536-5p","MIMAT0019078","Homo sapiens","miR-4536-5p"
"19173","hsa-miR-4536-3p","MIMAT0020959","Homo sapiens","miR-4536-3p"
"19174","hsa-miR-548an","MIMAT0019079","Homo sapiens","miR-548an"
"19175","hsa-miR-4537","MIMAT0019080","Homo sapiens","miR-4537"
"19176","hsa-miR-4538","MIMAT0019081","Homo sapiens","miR-4538"
"19177","hsa-miR-4539","MIMAT0019082","Homo sapiens","miR-4539"
"19178","hsa-miR-4540","MIMAT0019083","Homo sapiens","miR-4540"
"19279","hsa-miR-3960","MIMAT0019337","Homo sapiens","miR-3960"
"19305","hsa-miR-3972","MIMAT0019357","Homo sapiens","miR-3972"
"19306","hsa-miR-3973","MIMAT0019358","Homo sapiens","miR-3973"
"19307","hsa-miR-3974","MIMAT0019359","Homo sapiens","miR-3974"
"19308","hsa-miR-3975","MIMAT0019360","Homo sapiens","miR-3975"
"19309","hsa-miR-3976","MIMAT0019361","Homo sapiens","miR-3976"
"19310","hsa-miR-3977","MIMAT0019362","Homo sapiens","miR-3977"
"19311","hsa-miR-3978","MIMAT0019363","Homo sapiens","miR-3978"
"19636","hsa-miR-4632-5p","MIMAT0022977","Homo sapiens","miR-4632-5p"
"19637","hsa-miR-4632-3p","MIMAT0019688","Homo sapiens","miR-4632-3p"
"19638","hsa-miR-4633-5p","MIMAT0019689","Homo sapiens","miR-4633-5p"
"19639","hsa-miR-4633-3p","MIMAT0019690","Homo sapiens","miR-4633-3p"
"19640","hsa-miR-4634","MIMAT0019691","Homo sapiens","miR-4634"
"19641","hsa-miR-4635","MIMAT0019692","Homo sapiens","miR-4635"
"19642","hsa-miR-4636","MIMAT0019693","Homo sapiens","miR-4636"
"19643","hsa-miR-4637","MIMAT0019694","Homo sapiens","miR-4637"
"19644","hsa-miR-4638-5p","MIMAT0019695","Homo sapiens","miR-4638-5p"
"19645","hsa-miR-4638-3p","MIMAT0019696","Homo sapiens","miR-4638-3p"
"19646","hsa-miR-4639-5p","MIMAT0019697","Homo sapiens","miR-4639-5p"
"19647","hsa-miR-4639-3p","MIMAT0019698","Homo sapiens","miR-4639-3p"
"19648","hsa-miR-4640-5p","MIMAT0019699","Homo sapiens","miR-4640-5p"
"19649","hsa-miR-4640-3p","MIMAT0019700","Homo sapiens","miR-4640-3p"
"19650","hsa-miR-4641","MIMAT0019701","Homo sapiens","miR-4641"
"19651","hsa-miR-4642","MIMAT0019702","Homo sapiens","miR-4642"
"19652","hsa-miR-4643","MIMAT0019703","Homo sapiens","miR-4643"
"19653","hsa-miR-4644","MIMAT0019704","Homo sapiens","miR-4644"
"19654","hsa-miR-4645-5p","MIMAT0019705","Homo sapiens","miR-4645-5p"
"19655","hsa-miR-4645-3p","MIMAT0019706","Homo sapiens","miR-4645-3p"
"19656","hsa-miR-4646-5p","MIMAT0019707","Homo sapiens","miR-4646-5p"
"19657","hsa-miR-4646-3p","MIMAT0019708","Homo sapiens","miR-4646-3p"
"19658","hsa-miR-4647","MIMAT0019709","Homo sapiens","miR-4647"
"19659","hsa-miR-4648","MIMAT0019710","Homo sapiens","miR-4648"
"19660","hsa-miR-4649-5p","MIMAT0019711","Homo sapiens","miR-4649-5p"
"19661","hsa-miR-4649-3p","MIMAT0019712","Homo sapiens","miR-4649-3p"
"19662","hsa-miR-4650-5p","MIMAT0019713","Homo sapiens","miR-4650-5p"
"19663","hsa-miR-4650-3p","MIMAT0019714","Homo sapiens","miR-4650-3p"
"19664","hsa-miR-4651","MIMAT0019715","Homo sapiens","miR-4651"
"19665","hsa-miR-4652-5p","MIMAT0019716","Homo sapiens","miR-4652-5p"
"19666","hsa-miR-4652-3p","MIMAT0019717","Homo sapiens","miR-4652-3p"
"19667","hsa-miR-4653-5p","MIMAT0019718","Homo sapiens","miR-4653-5p"
"19668","hsa-miR-4653-3p","MIMAT0019719","Homo sapiens","miR-4653-3p"
"19669","hsa-miR-4654","MIMAT0019720","Homo sapiens","miR-4654"
"19670","hsa-miR-4655-5p","MIMAT0019721","Homo sapiens","miR-4655-5p"
"19671","hsa-miR-4655-3p","MIMAT0019722","Homo sapiens","miR-4655-3p"
"19672","hsa-miR-4656","MIMAT0019723","Homo sapiens","miR-4656"
"19673","hsa-miR-4657","MIMAT0019724","Homo sapiens","miR-4657"
"19674","hsa-miR-4658","MIMAT0019725","Homo sapiens","miR-4658"
"19675","hsa-miR-4659a-5p","MIMAT0019726","Homo sapiens","miR-4659a-5p"
"19676","hsa-miR-4659a-3p","MIMAT0019727","Homo sapiens","miR-4659a-3p"
"19677","hsa-miR-4660","MIMAT0019728","Homo sapiens","miR-4660"
"19678","hsa-miR-4661-5p","MIMAT0019729","Homo sapiens","miR-4661-5p"
"19679","hsa-miR-4661-3p","MIMAT0019730","Homo sapiens","miR-4661-3p"
"19680","hsa-miR-4662a-5p","MIMAT0019731","Homo sapiens","miR-4662a-5p"
"19681","hsa-miR-4662a-3p","MIMAT0019732","Homo sapiens","miR-4662a-3p"
"19682","hsa-miR-4659b-5p","MIMAT0019733","Homo sapiens","miR-4659b-5p"
"19683","hsa-miR-4659b-3p","MIMAT0019734","Homo sapiens","miR-4659b-3p"
"19684","hsa-miR-4663","MIMAT0019735","Homo sapiens","miR-4663"
"19685","hsa-miR-4662b","MIMAT0019736","Homo sapiens","miR-4662b"
"19686","hsa-miR-4664-5p","MIMAT0019737","Homo sapiens","miR-4664-5p"
"19687","hsa-miR-4664-3p","MIMAT0019738","Homo sapiens","miR-4664-3p"
"19688","hsa-miR-4665-5p","MIMAT0019739","Homo sapiens","miR-4665-5p"
"19689","hsa-miR-4665-3p","MIMAT0019740","Homo sapiens","miR-4665-3p"
"19690","hsa-miR-4666a-5p","MIMAT0019741","Homo sapiens","miR-4666a-5p"
"19691","hsa-miR-4666a-3p","MIMAT0019742","Homo sapiens","miR-4666a-3p"
"19692","hsa-miR-4667-5p","MIMAT0019743","Homo sapiens","miR-4667-5p"
"19693","hsa-miR-4667-3p","MIMAT0019744","Homo sapiens","miR-4667-3p"
"19694","hsa-miR-4668-5p","MIMAT0019745","Homo sapiens","miR-4668-5p"
"19695","hsa-miR-4668-3p","MIMAT0019746","Homo sapiens","miR-4668-3p"
"19696","hsa-miR-219b-5p","MIMAT0019747","Homo sapiens","miR-219b-5p"
"19697","hsa-miR-219b-3p","MIMAT0019748","Homo sapiens","miR-219b-3p"
"19698","hsa-miR-4669","MIMAT0019749","Homo sapiens","miR-4669"
"19699","hsa-miR-4670-5p","MIMAT0019750","Homo sapiens","miR-4670-5p"
"19700","hsa-miR-4670-3p","MIMAT0019751","Homo sapiens","miR-4670-3p"
"19701","hsa-miR-4671-5p","MIMAT0019752","Homo sapiens","miR-4671-5p"
"19702","hsa-miR-4671-3p","MIMAT0019753","Homo sapiens","miR-4671-3p"
"19703","hsa-miR-4672","MIMAT0019754","Homo sapiens","miR-4672"
"19704","hsa-miR-4673","MIMAT0019755","Homo sapiens","miR-4673"
"19705","hsa-miR-4674","MIMAT0019756","Homo sapiens","miR-4674"
"19706","hsa-miR-4675","MIMAT0019757","Homo sapiens","miR-4675"
"19707","hsa-miR-4676-5p","MIMAT0019758","Homo sapiens","miR-4676-5p"
"19708","hsa-miR-4676-3p","MIMAT0019759","Homo sapiens","miR-4676-3p"
"19709","hsa-miR-4677-5p","MIMAT0019760","Homo sapiens","miR-4677-5p"
"19710","hsa-miR-4677-3p","MIMAT0019761","Homo sapiens","miR-4677-3p"
"19711","hsa-miR-4678","MIMAT0019762","Homo sapiens","miR-4678"
"19712","hsa-miR-4679","MIMAT0019763","Homo sapiens","miR-4679"
"19713","hsa-miR-4680-5p","MIMAT0019764","Homo sapiens","miR-4680-5p"
"19714","hsa-miR-4680-3p","MIMAT0019765","Homo sapiens","miR-4680-3p"
"19715","hsa-miR-4681","MIMAT0019766","Homo sapiens","miR-4681"
"19716","hsa-miR-4682","MIMAT0019767","Homo sapiens","miR-4682"
"19717","hsa-miR-4683","MIMAT0019768","Homo sapiens","miR-4683"
"19718","hsa-miR-4684-5p","MIMAT0019769","Homo sapiens","miR-4684-5p"
"19719","hsa-miR-4684-3p","MIMAT0019770","Homo sapiens","miR-4684-3p"
"19720","hsa-miR-4685-5p","MIMAT0019771","Homo sapiens","miR-4685-5p"
"19721","hsa-miR-4685-3p","MIMAT0019772","Homo sapiens","miR-4685-3p"
"19722","hsa-miR-4686","MIMAT0019773","Homo sapiens","miR-4686"
"19723","hsa-miR-4687-5p","MIMAT0019774","Homo sapiens","miR-4687-5p"
"19724","hsa-miR-4687-3p","MIMAT0019775","Homo sapiens","miR-4687-3p"
"19725","hsa-miR-1343-5p","MIMAT0027038","Homo sapiens","miR-1343-5p"
"19726","hsa-miR-1343-3p","MIMAT0019776","Homo sapiens","miR-1343-3p"
"19727","hsa-miR-4688","MIMAT0019777","Homo sapiens","miR-4688"
"19728","hsa-miR-4689","MIMAT0019778","Homo sapiens","miR-4689"
"19729","hsa-miR-4690-5p","MIMAT0019779","Homo sapiens","miR-4690-5p"
"19730","hsa-miR-4690-3p","MIMAT0019780","Homo sapiens","miR-4690-3p"
"19731","hsa-miR-4691-5p","MIMAT0019781","Homo sapiens","miR-4691-5p"
"19732","hsa-miR-4691-3p","MIMAT0019782","Homo sapiens","miR-4691-3p"
"19733","hsa-miR-4692","MIMAT0019783","Homo sapiens","miR-4692"
"19734","hsa-miR-4693-5p","MIMAT0019784","Homo sapiens","miR-4693-5p"
"19735","hsa-miR-4693-3p","MIMAT0019785","Homo sapiens","miR-4693-3p"
"19736","hsa-miR-4694-5p","MIMAT0019786","Homo sapiens","miR-4694-5p"
"19737","hsa-miR-4694-3p","MIMAT0019787","Homo sapiens","miR-4694-3p"
"19738","hsa-miR-4695-5p","MIMAT0019788","Homo sapiens","miR-4695-5p"
"19739","hsa-miR-4695-3p","MIMAT0019789","Homo sapiens","miR-4695-3p"
"19740","hsa-miR-4696","MIMAT0019790","Homo sapiens","miR-4696"
"19741","hsa-miR-4697-5p","MIMAT0019791","Homo sapiens","miR-4697-5p"
"19742","hsa-miR-4697-3p","MIMAT0019792","Homo sapiens","miR-4697-3p"
"19743","hsa-miR-4698","MIMAT0019793","Homo sapiens","miR-4698"
"19744","hsa-miR-4699-5p","MIMAT0019794","Homo sapiens","miR-4699-5p"
"19745","hsa-miR-4699-3p","MIMAT0019795","Homo sapiens","miR-4699-3p"
"19746","hsa-miR-4700-5p","MIMAT0019796","Homo sapiens","miR-4700-5p"
"19747","hsa-miR-4700-3p","MIMAT0019797","Homo sapiens","miR-4700-3p"
